Name,EA2BX4 (eV),Part1,EPart1 (eV),Part2,EPart2 (eV),Part3,EPart3 (eV),Ef (eV),Efa (eV/atom),A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint
Li2SnI2FBr,-5174.687559,SnI2,"-3,641.95",LiF,-865.8320455,LiBr,-669.167853,2.266756167,0.32382231,Li,Li,Sn,I,I,F,Br,3,3,50,53,53,9,35,4,4,69,74,74,10,45,2,2,5,5,5,2,4,3.582,3.582,0.228,0.214,0.214,0.824,0.474,0.534,0.534,7.29,4.93,4.93,0.0017,3.12,2.1,2.1,1.7,1.3,1.3,0.57,1.1,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,11.8138,6.941,6.941,118.71,126.904,126.904,18.998,79.904,453.85,453.85,505.21,386.65,386.65,53.63,266.05
Li2SnI2ClBr,-4936.932367,SnI2,"-3,641.95",LiCl,-627.3825355,LiBr,-669.167853,1.572438167,0.224634024,Li,Li,Sn,I,I,Cl,Br,3,3,50,53,53,17,35,4,4,69,74,74,18,45,2,2,5,5,5,3,4,3.582,3.582,0.228,0.214,0.214,0.479,0.474,0.534,0.534,7.29,4.93,4.93,0.00321,3.12,2.1,2.1,1.7,1.3,1.3,0.97,1.1,5.3917,5.3917,7.3439,10.4513,10.4513,12.9676,11.8138,6.941,6.941,118.71,126.904,126.904,35.453,79.904,453.85,453.85,505.21,386.65,386.65,172.31,266.05
Li2PbF2ClBr,-8046.02023,PbF2,-6753.838817,LiCl,-627.3825355,LiBr,-669.167853,4.368975142,0.624139306,Li,Li,Pb,F,F,Cl,Br,3,3,82,9,9,17,35,4,4,125,10,10,18,45,2,2,6,2,2,3,4,3.582,3.582,0.129,0.824,0.824,0.479,0.474,0.534,0.534,11.3,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.8,0.57,0.57,0.97,1.1,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,11.8138,6.941,6.941,207.2,18.998,18.998,35.453,79.904,453.85,453.85,600.75,53.63,53.63,172.31,266.05
Li2PbF2ClI,-8378.342886,PbF2,-6753.838817,LiCl,-627.3825355,LiI,"-1,000.47",3.351807142,0.478829592,Li,Li,Pb,F,F,Cl,I,3,3,82,9,9,17,53,4,4,125,10,10,18,74,2,2,6,2,2,3,5,3.582,3.582,0.129,0.824,0.824,0.479,0.214,0.534,0.534,11.3,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.8,0.57,0.57,0.97,1.3,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,10.4513,6.941,6.941,207.2,18.998,18.998,35.453,126.904,453.85,453.85,600.75,53.63,53.63,172.31,386.65
Li2PbF2BrI,-8419.107001,PbF2,-6753.838817,LiBr,-669.167853,LiI,"-1,000.47",4.373009642,0.624715663,Li,Li,Pb,F,F,Br,I,3,3,82,9,9,35,53,4,4,125,10,10,45,74,2,2,6,2,2,4,5,3.582,3.582,0.129,0.824,0.824,0.474,0.214,0.534,0.534,11.3,0.0017,0.0017,3.12,4.93,2.1,2.1,1.8,0.57,0.57,1.1,1.3,5.3917,5.3917,7.4167,17.4228,17.4228,11.8138,10.4513,6.941,6.941,207.2,18.998,18.998,79.904,126.904,453.85,453.85,600.75,53.63,53.63,266.05,386.65
Li2PbCl2FBr,-7809.559058,PbCl2,"-6,276.55",LiF,-865.8320455,LiBr,-669.167853,1.9920555,0.284579357,Li,Li,Pb,Cl,Cl,F,Br,3,3,82,17,17,9,35,4,4,125,18,18,10,45,2,2,6,3,3,2,4,3.582,3.582,0.129,0.479,0.479,0.824,0.474,0.534,0.534,11.3,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.8,0.97,0.97,0.57,1.1,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,11.8138,6.941,6.941,207.2,35.453,35.453,18.998,79.904,453.85,453.85,600.75,172.31,172.31,53.63,266.05
Li2PbCl2FI,-8141.918367,PbCl2,"-6,276.55",LiF,-865.8320455,LiI,"-1,000.47",0.9382345,0.1340335,Li,Li,Pb,Cl,Cl,F,I,3,3,82,17,17,9,53,4,4,125,18,18,10,74,2,2,6,3,3,2,5,3.582,3.582,0.129,0.479,0.479,0.824,0.214,0.534,0.534,11.3,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.8,0.97,0.97,0.57,1.3,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,10.4513,6.941,6.941,207.2,35.453,35.453,18.998,126.904,453.85,453.85,600.75,172.31,172.31,53.63,386.65
Li2PbCl2BrI,-7944.9404,PbCl2,"-6,276.55",LiBr,-669.167853,LiI,"-1,000.47",1.252009,0.178858429,Li,Li,Pb,Cl,Cl,Br,I,3,3,82,17,17,35,53,4,4,125,18,18,45,74,2,2,6,3,3,4,5,3.582,3.582,0.129,0.479,0.479,0.474,0.214,0.534,0.534,11.3,0.00321,0.00321,3.12,4.93,2.1,2.1,1.8,0.97,0.97,1.1,1.3,5.3917,5.3917,7.4167,12.9676,12.9676,11.8138,10.4513,6.941,6.941,207.2,35.453,35.453,79.904,126.904,453.85,453.85,600.75,172.31,172.31,266.05,386.65
Li2PbBr2FCl,-7850.321264,PbBr2,"-6,357.67",LiF,-865.8320455,LiCl,-627.3825355,0.562297,0.080328143,Li,Li,Pb,Br,Br,F,Cl,3,3,82,35,35,9,17,4,4,125,45,45,10,18,2,2,6,4,4,2,3,3.582,3.582,0.129,0.474,0.474,0.824,0.479,0.534,0.534,11.3,3.12,3.12,0.0017,0.00321,2.1,2.1,1.8,1.1,1.1,0.57,0.97,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,12.9676,6.941,6.941,207.2,79.904,79.904,18.998,35.453,453.85,453.85,600.75,266.05,266.05,53.63,172.31
Li2PbBr2FI,-8223.470456,PbBr2,"-6,357.67",LiF,-865.8320455,LiI,"-1,000.47",0.5039105,0.071987214,Li,Li,Pb,Br,Br,F,I,3,3,82,35,35,9,53,4,4,125,45,45,10,74,2,2,6,4,4,2,5,3.582,3.582,0.129,0.474,0.474,0.824,0.214,0.534,0.534,11.3,3.12,3.12,0.0017,4.93,2.1,2.1,1.8,1.1,1.1,0.57,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,10.4513,6.941,6.941,207.2,79.904,79.904,18.998,126.904,453.85,453.85,600.75,266.05,266.05,53.63,386.65
Li2PbBr2ClI,-7985.765893,PbBr2,"-6,357.67",LiCl,-627.3825355,LiI,"-1,000.47",-0.2410365,-0.034433786,Li,Li,Pb,Br,Br,Cl,I,3,3,82,35,35,17,53,4,4,125,45,45,18,74,2,2,6,4,4,3,5,3.582,3.582,0.129,0.474,0.474,0.479,0.214,0.534,0.534,11.3,3.12,3.12,0.00321,4.93,2.1,2.1,1.8,1.1,1.1,0.97,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,12.9676,10.4513,6.941,6.941,207.2,79.904,79.904,35.453,126.904,453.85,453.85,600.75,266.05,266.05,172.31,386.65
Li2PbI2FCl,-8514.582553,PbI2,"-7,023.17",LiF,-865.8320455,LiCl,-627.3825355,1.798968,0.256995429,Li,Li,Pb,I,I,F,Cl,3,3,82,53,53,9,17,4,4,125,74,74,10,18,2,2,6,5,5,2,3,3.582,3.582,0.129,0.214,0.214,0.824,0.479,0.534,0.534,11.3,4.93,4.93,0.0017,0.00321,2.1,2.1,1.8,1.3,1.3,0.57,0.97,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,12.9676,6.941,6.941,207.2,126.904,126.904,18.998,35.453,453.85,453.85,600.75,386.65,386.65,53.63,172.31
Li2PbI2FBr,-8555.39733,PbI2,"-7,023.17",LiF,-865.8320455,LiBr,-669.167853,2.7695085,0.395644071,Li,Li,Pb,I,I,F,Br,3,3,82,53,53,9,35,4,4,125,74,74,10,45,2,2,6,5,5,2,4,3.582,3.582,0.129,0.214,0.214,0.824,0.474,0.534,0.534,11.3,4.93,4.93,0.0017,3.12,2.1,2.1,1.8,1.3,1.3,0.57,1.1,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,11.8138,6.941,6.941,207.2,126.904,126.904,18.998,79.904,453.85,453.85,600.75,386.65,386.65,53.63,266.05
Li2PbI2ClBr,-8317.725474,PbI2,"-7,023.17",LiCl,-627.3825355,LiBr,-669.167853,1.9918545,0.284550643,Li,Li,Pb,I,I,Cl,Br,3,3,82,53,53,17,35,4,4,125,74,74,18,45,2,2,6,5,5,3,4,3.582,3.582,0.129,0.214,0.214,0.479,0.474,0.534,0.534,11.3,4.93,4.93,0.00321,3.12,2.1,2.1,1.8,1.3,1.3,0.97,1.1,5.3917,5.3917,7.4167,10.4513,10.4513,12.9676,11.8138,6.941,6.941,207.2,126.904,126.904,35.453,79.904,453.85,453.85,600.75,386.65,386.65,172.31,266.05
Na2BaF4,-6292.954584,BaF2,-2357.260047,NaF,-1967.7946,NaF,-1967.7946,-0.105337,-0.015048143,Na,Na,Ba,F,F,F,F,11,11,56,9,9,9,9,12,12,81,10,10,10,10,3,3,6,2,2,2,2,1.228,1.228,0.204,0.824,0.824,0.824,0.824,0.971,0.971,3.59,0.0017,0.0017,0.0017,0.0017,2.2,2.2,2.8,0.57,0.57,0.57,0.57,5.1391,5.1391,5.2117,17.4228,17.4228,17.4228,17.4228,22.99,22.99,137.327,18.998,18.998,18.998,18.998,371.15,371.15,1002.15,53.63,53.63,53.63,53.63
Na2ZnF4,-7296.951872,ZnF2,-3358.75788,NaF,-1967.7946,NaF,-1967.7946,-2.604792,-0.372113143,Na,Na,Zn,F,F,F,F,11,11,30,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.388,0.824,0.824,0.824,0.824,0.971,0.971,7.13,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.5,0.57,0.57,0.57,0.57,5.1391,5.1391,9.3942,17.4228,17.4228,17.4228,17.4228,22.99,22.99,65.38,18.998,18.998,18.998,18.998,371.15,371.15,692.88,53.63,53.63,53.63,53.63
Na2CaF4,-6265.044605,CaF2,-2332.857575,NaF,-1967.7946,NaF,-1967.7946,3.40217,0.486024286,Na,Na,Ca,F,F,F,F,11,11,20,9,9,9,9,12,12,20,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.647,0.824,0.824,0.824,0.824,0.971,0.971,1.54,0.0017,0.0017,0.0017,0.0017,2.2,2.2,2.2,0.57,0.57,0.57,0.57,5.1391,5.1391,6.1132,17.4228,17.4228,17.4228,17.4228,22.99,22.99,40.078,18.998,18.998,18.998,18.998,371.15,371.15,1112.15,53.63,53.63,53.63,53.63
Na2CdF4,-6724.164919,CdF2,-2790.679533,NaF,-1967.7946,NaF,-1967.7946,2.103814,0.300544857,Na,Na,Cd,F,F,F,F,11,11,48,9,9,9,9,12,12,64,10,10,10,10,3,3,5,2,2,2,2,1.228,1.228,0.232,0.824,0.824,0.824,0.824,0.971,0.971,8.69,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,8.9938,17.4228,17.4228,17.4228,17.4228,22.99,22.99,112.411,18.998,18.998,18.998,18.998,371.15,371.15,594.33,53.63,53.63,53.63,53.63
Na2CoF4,-6355.544927,CoF2,-2421.23658,NaF,-1967.7946,NaF,-1967.7946,1.280853,0.182979,Na,Na,Co,F,F,F,F,11,11,27,9,9,9,9,12,12,32,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.421,0.824,0.824,0.824,0.824,0.971,0.971,8.86,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.881,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.933,18.998,18.998,18.998,18.998,371.15,371.15,1768.15,53.63,53.63,53.63,53.63
Na2CrF4,-7659.202168,CrF2,-3719.85196,NaF,-1967.7946,NaF,-1967.7946,-3.761008,-0.537286857,Na,Na,Cr,F,F,F,F,11,11,24,9,9,9,9,12,12,28,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.15,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.9,0.57,0.57,0.57,0.57,5.1391,5.1391,6.7665,17.4228,17.4228,17.4228,17.4228,22.99,22.99,51.996,18.998,18.998,18.998,18.998,371.15,371.15,2130.15,53.63,53.63,53.63,53.63
Na2CuF4,-6934.985101,CuF2,-3002.812611,NaF,-1967.7946,NaF,-1967.7946,3.416709544,0.488101363,Na,Na,Cu,F,F,F,F,11,11,29,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.385,0.824,0.824,0.824,0.824,0.971,0.971,8.96,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.6,0.57,0.57,0.57,0.57,5.1391,5.1391,7.7264,17.4228,17.4228,17.4228,17.4228,22.99,22.99,63.546,18.998,18.998,18.998,18.998,371.15,371.15,1357.75,53.63,53.63,53.63,53.63
Na2FeF4,-6120.296521,FeF2,-2184.565941,NaF,-1967.7946,NaF,-1967.7946,-0.14138,-0.020197143,Na,Na,Fe,F,F,F,F,11,11,26,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.87,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.9024,17.4228,17.4228,17.4228,17.4228,22.99,22.99,55.845,18.998,18.998,18.998,18.998,371.15,371.15,1808.15,53.63,53.63,53.63,53.63
Na2MgF4,-6949.432374,MgF2,-3016.874707,NaF,-1967.7946,NaF,-1967.7946,3.031533,0.433076143,Na,Na,Mg,F,F,F,F,11,11,12,9,9,9,9,12,12,12,10,10,10,10,3,3,3,2,2,2,2,1.228,1.228,1.023,0.824,0.824,0.824,0.824,0.971,0.971,1.74,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.6462,17.4228,17.4228,17.4228,17.4228,22.99,22.99,24.305,18.998,18.998,18.998,18.998,371.15,371.15,923.15,53.63,53.63,53.63,53.63
Na2MnF4,-5881.789226,MnF2,-1944.093168,NaF,-1967.7946,NaF,-1967.7946,-2.106858296,-0.300979757,Na,Na,Mn,F,F,F,F,11,11,25,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.479,0.824,0.824,0.824,0.824,0.971,0.971,7.44,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.8,0.57,0.57,0.57,0.57,5.1391,5.1391,7.434,17.4228,17.4228,17.4228,17.4228,22.99,22.99,54.938,18.998,18.998,18.998,18.998,371.15,371.15,1519.15,53.63,53.63,53.63,53.63
Na2NiF4,-6616.153158,NiF2,-2684.365845,NaF,-1967.7946,NaF,-1967.7946,3.801886524,0.543126646,Na,Na,Ni,F,F,F,F,11,11,28,9,9,9,9,12,12,31,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.444,0.824,0.824,0.824,0.824,0.971,0.971,8.91,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.6,0.57,0.57,0.57,0.57,5.1391,5.1391,7.6398,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.693,18.998,18.998,18.998,18.998,371.15,371.15,1726.15,53.63,53.63,53.63,53.63
Rb2BaF4,-5062.561474,BaF2,-2357.260047,RbF,-1353.873619,RbF,-1353.873619,2.445811,0.349401571,Rb,Rb,Ba,F,F,F,F,37,37,56,9,9,9,9,48,48,81,10,10,10,10,5,5,6,2,2,2,2,0.363,0.363,0.204,0.824,0.824,0.824,0.824,1.53,1.53,3.59,0.0017,0.0017,0.0017,0.0017,3,3,2.8,0.57,0.57,0.57,0.57,4.1771,4.1771,5.2117,17.4228,17.4228,17.4228,17.4228,85.468,85.468,137.327,18.998,18.998,18.998,18.998,312.79,312.79,1002.15,53.63,53.63,53.63,53.63
Rb2ZnF4,-6069.157253,ZnF2,-3358.75788,RbF,-1353.873619,RbF,-1353.873619,-2.652135,-0.378876429,Rb,Rb,Zn,F,F,F,F,37,37,30,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.388,0.824,0.824,0.824,0.824,1.53,1.53,7.13,0.0017,0.0017,0.0017,0.0017,3,3,1.5,0.57,0.57,0.57,0.57,4.1771,4.1771,9.3942,17.4228,17.4228,17.4228,17.4228,85.468,85.468,65.38,18.998,18.998,18.998,18.998,312.79,312.79,692.88,53.63,53.63,53.63,53.63
Rb2CaF4,-5038.386166,CaF2,-2332.857575,RbF,-1353.873619,RbF,-1353.873619,2.218647,0.316949571,Rb,Rb,Ca,F,F,F,F,37,37,20,9,9,9,9,48,48,20,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.647,0.824,0.824,0.824,0.824,1.53,1.53,1.54,0.0017,0.0017,0.0017,0.0017,3,3,2.2,0.57,0.57,0.57,0.57,4.1771,4.1771,6.1132,17.4228,17.4228,17.4228,17.4228,85.468,85.468,40.078,18.998,18.998,18.998,18.998,312.79,312.79,1112.15,53.63,53.63,53.63,53.63
Rb2CdF4,-5497.487495,CdF2,-2790.679533,RbF,-1353.873619,RbF,-1353.873619,0.939276,0.134182286,Rb,Rb,Cd,F,F,F,F,37,37,48,9,9,9,9,48,48,64,10,10,10,10,5,5,5,2,2,2,2,0.363,0.363,0.232,0.824,0.824,0.824,0.824,1.53,1.53,8.69,0.0017,0.0017,0.0017,0.0017,3,3,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,8.9938,17.4228,17.4228,17.4228,17.4228,85.468,85.468,112.411,18.998,18.998,18.998,18.998,312.79,312.79,594.33,53.63,53.63,53.63,53.63
Rb2CoF4,-5126.026106,CoF2,-2421.23658,RbF,-1353.873619,RbF,-1353.873619,2.957712,0.422530286,Rb,Rb,Co,F,F,F,F,37,37,27,9,9,9,9,48,48,32,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.421,0.824,0.824,0.824,0.824,1.53,1.53,8.86,0.0017,0.0017,0.0017,0.0017,3,3,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.881,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.933,18.998,18.998,18.998,18.998,312.79,312.79,1768.15,53.63,53.63,53.63,53.63
Rb2CrF4,-6430.392987,CrF2,-3719.85196,RbF,-1353.873619,RbF,-1353.873619,-2.793789,-0.399112714,Rb,Rb,Cr,F,F,F,F,37,37,24,9,9,9,9,48,48,28,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.15,0.0017,0.0017,0.0017,0.0017,3,3,1.9,0.57,0.57,0.57,0.57,4.1771,4.1771,6.7665,17.4228,17.4228,17.4228,17.4228,85.468,85.468,51.996,18.998,18.998,18.998,18.998,312.79,312.79,2130.15,53.63,53.63,53.63,53.63
Rb2CuF4,-5708.308403,CuF2,-3002.812611,RbF,-1353.873619,RbF,-1353.873619,2.251445544,0.321635078,Rb,Rb,Cu,F,F,F,F,37,37,29,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.385,0.824,0.824,0.824,0.824,1.53,1.53,8.96,0.0017,0.0017,0.0017,0.0017,3,3,1.6,0.57,0.57,0.57,0.57,4.1771,4.1771,7.7264,17.4228,17.4228,17.4228,17.4228,85.468,85.468,63.546,18.998,18.998,18.998,18.998,312.79,312.79,1357.75,53.63,53.63,53.63,53.63
Rb2FeF4,-4892.083599,FeF2,-2184.565941,RbF,-1353.873619,RbF,-1353.873619,0.22958,0.032797143,Rb,Rb,Fe,F,F,F,F,37,37,26,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.87,0.0017,0.0017,0.0017,0.0017,3,3,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.9024,17.4228,17.4228,17.4228,17.4228,85.468,85.468,55.845,18.998,18.998,18.998,18.998,312.79,312.79,1808.15,53.63,53.63,53.63,53.63
Rb2MgF4,-5722.742983,MgF2,-3016.874707,RbF,-1353.873619,RbF,-1353.873619,1.878962,0.268423143,Rb,Rb,Mg,F,F,F,F,37,37,12,9,9,9,9,48,48,12,10,10,10,10,5,5,3,2,2,2,2,0.363,0.363,1.023,0.824,0.824,0.824,0.824,1.53,1.53,1.74,0.0017,0.0017,0.0017,0.0017,3,3,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.6462,17.4228,17.4228,17.4228,17.4228,85.468,85.468,24.305,18.998,18.998,18.998,18.998,312.79,312.79,923.15,53.63,53.63,53.63,53.63
Rb2MnF4,-4652.226093,MnF2,-1944.093168,RbF,-1353.873619,RbF,-1353.873619,-0.385687296,-0.055098185,Rb,Rb,Mn,F,F,F,F,37,37,25,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.479,0.824,0.824,0.824,0.824,1.53,1.53,7.44,0.0017,0.0017,0.0017,0.0017,3,3,1.8,0.57,0.57,0.57,0.57,4.1771,4.1771,7.434,17.4228,17.4228,17.4228,17.4228,85.468,85.468,54.938,18.998,18.998,18.998,18.998,312.79,312.79,1519.15,53.63,53.63,53.63,53.63
Rb2NiF4,-5389.476644,NiF2,-2684.365845,RbF,-1353.873619,RbF,-1353.873619,2.636438524,0.376634075,Rb,Rb,Ni,F,F,F,F,37,37,28,9,9,9,9,48,48,31,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.444,0.824,0.824,0.824,0.824,1.53,1.53,8.91,0.0017,0.0017,0.0017,0.0017,3,3,1.6,0.57,0.57,0.57,0.57,4.1771,4.1771,7.6398,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.693,18.998,18.998,18.998,18.998,312.79,312.79,1726.15,53.63,53.63,53.63,53.63
Li2BaCl4,-3133.318662,BaCl2,-1880.050189,LiCl,-627.3825355,LiCl,-627.3825355,1.496598,0.213799714,Li,Li,Ba,Cl,Cl,Cl,Cl,3,3,56,17,17,17,17,4,4,81,18,18,18,18,2,2,6,3,3,3,3,3.582,3.582,0.204,0.479,0.479,0.479,0.479,0.534,0.534,3.59,0.00321,0.00321,0.00321,0.00321,2.1,2.1,2.8,0.97,0.97,0.97,0.97,5.3917,5.3917,5.2117,12.9676,12.9676,12.9676,12.9676,6.941,6.941,137.327,35.453,35.453,35.453,35.453,453.85,453.85,1002.15,172.31,172.31,172.31,172.31
Li2ZnCl4,-4140.385229,ZnCl2,-2883.987713,LiCl,-627.3825355,LiCl,-627.3825355,-1.632445,-0.233206429,Li,Li,Zn,Cl,Cl,Cl,Cl,3,3,30,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.388,0.479,0.479,0.479,0.479,0.534,0.534,7.13,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.5,0.97,0.97,0.97,0.97,5.3917,5.3917,9.3942,12.9676,12.9676,12.9676,12.9676,6.941,6.941,65.38,35.453,35.453,35.453,35.453,453.85,453.85,692.88,172.31,172.31,172.31,172.31
Li2CaCl4,-3109.40077,CaCl2,-1855.314175,LiCl,-627.3825355,LiCl,-627.3825355,0.678476,0.096925143,Li,Li,Ca,Cl,Cl,Cl,Cl,3,3,20,17,17,17,17,4,4,20,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.647,0.479,0.479,0.479,0.479,0.534,0.534,1.54,0.00321,0.00321,0.00321,0.00321,2.1,2.1,2.2,0.97,0.97,0.97,0.97,5.3917,5.3917,6.1132,12.9676,12.9676,12.9676,12.9676,6.941,6.941,40.078,35.453,35.453,35.453,35.453,453.85,453.85,1112.15,172.31,172.31,172.31,172.31
Li2CdCl4,-3569.104401,CdCl2,-2314.325288,LiCl,-627.3825355,LiCl,-627.3825355,-0.014042,-0.002006,Li,Li,Cd,Cl,Cl,Cl,Cl,3,3,48,17,17,17,17,4,4,64,18,18,18,18,2,2,5,3,3,3,3,3.582,3.582,0.232,0.479,0.479,0.479,0.479,0.534,0.534,8.69,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,8.9938,12.9676,12.9676,12.9676,12.9676,6.941,6.941,112.411,35.453,35.453,35.453,35.453,453.85,453.85,594.33,172.31,172.31,172.31,172.31
Li2CoCl4,-3197.587891,CoCl2,-1945.590347,LiCl,-627.3825355,LiCl,-627.3825355,2.767527,0.395361,Li,Li,Co,Cl,Cl,Cl,Cl,3,3,27,17,17,17,17,4,4,32,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.421,0.479,0.479,0.479,0.479,0.534,0.534,8.86,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.881,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.933,35.453,35.453,35.453,35.453,453.85,453.85,1768.15,172.31,172.31,172.31,172.31
Li2CrCl4,-4501.492512,CrCl2,-3243.55894,LiCl,-627.3825355,LiCl,-627.3825355,-3.168501,-0.452643,Li,Li,Cr,Cl,Cl,Cl,Cl,3,3,24,17,17,17,17,4,4,28,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.15,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.9,0.97,0.97,0.97,0.97,5.3917,5.3917,6.7665,12.9676,12.9676,12.9676,12.9676,6.941,6.941,51.996,35.453,35.453,35.453,35.453,453.85,453.85,2130.15,172.31,172.31,172.31,172.31
Li2CuCl4,-3780.155473,CuCl2,-2526.630519,LiCl,-627.3825355,LiCl,-627.3825355,1.240116896,0.177159557,Li,Li,Cu,Cl,Cl,Cl,Cl,3,3,29,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.385,0.479,0.479,0.479,0.479,0.534,0.534,8.96,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.6,0.97,0.97,0.97,0.97,5.3917,5.3917,7.7264,12.9676,12.9676,12.9676,12.9676,6.941,6.941,63.546,35.453,35.453,35.453,35.453,453.85,453.85,1357.75,172.31,172.31,172.31,172.31
